county,precinct_name,precinct_id,SHP20_PRECINCT_I,SHP20_PRECINCT_N,SHP20_PRECINCT_I_CLEAN,SHP20_PRECINCT_N_CLEAN,NOV20_Precinct,NOV20_Precinct_CLEAN,NOV20_Precinct ID_CLEAN,NOV18_PRECINCT ID,NOV18_PRECINCT DESCRIPTION,NOV18_PRECINCT ID_CLEAN,NOV18_PRECINCT DESCRIPTION_CLEAN,SHP18_prec_shp,SHP18_prec_elec,SHP18_prec_shp_CLEAN,SHP18_prec_elec_CLEAN,SHP16_PRECINCT_I,SHP16_PRECINCT_N,SHP16_PRECINCT_I_CLEAN,SHP16_PRECINCT_N_CLEAN
Walton,Whatley,1675,1675,WHATLEY,1675,whatley,Whatley,whatley,,1675,WHATLEY,1675,whatley,Whatley,Whatley,whatley,whatley,1675,WHATLEY,1675,whatley
Walton,Walker Park,250,250,WALKER PARK,250,walker park,Walker Park,walker park,,250,WALKER PARK,250,walker park,Walker Park,Walker Park,walker park,walker park,250,WALKER PARK,250,walker park
Walton,Bold Springs,1663,1663,BOLD SPRINGS,1663,bold springs,Bold Springs,bold springs,,1663,BOLD SPRINGS,1663,bold springs,Bold Springs,Bold Springs,bold springs,bold springs,1663,BOLD SPRINGS,1663,bold springs
Walton,Tara,427,427,TARA,427,tara,Tara,tara,,427,TARA,427,tara,Tara,Tara,tara,tara,427,TARA,427,tara
Walton,Blasingame,503,503,BLASINGAME,503,blasingame,Blasingame,blasingame,,503,BLASINGAME,503,blasingame,Blasingame,Blasingame,blasingame,blasingame,503,BLASINGAME,503,blasingame
Walton,Good Hope,559,559,GOOD HOPE,559,good hope,Good Hope,good hope,,559,GOOD HOPE,559,good hope,Good Hope,Good Hope,good hope,good hope,559,GOOD HOPE,559,good hope
Walton,,041,,,,,,,,041,,041,,,,,,,,,
Walton,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Walton,W Monroe,426,426,W MONROE,426,w monroe,W Monroe,w monroe,,426,W MONROE,426,w monroe,W Monroe,W Monroe,w monroe,w monroe,426,W MONROE,426,w monroe
Walton,Walnut Grove,416,416,WALNUT GROVE,416,walnut grove,Walnut Grove,walnut grove,,416,WALNUT GROVE,416,walnut grove,Walnut Grove,Walnut Grove,walnut grove,walnut grove,416,WALNUT GROVE,416,walnut grove
Walton,Between,415,415,BETWEEN,415,between,Between,between,,415,BETWEEN,415,between,Between,Between,between,between,415,BETWEEN,415,between
Walton,E Monroe,425,425,E MONROE,425,e monroe,E Monroe,e monroe,,425,E MONROE,425,e monroe,E Monroe,E Monroe,e monroe,e monroe,425,E MONROE,425,e monroe
Walton,Gratis,414,414,GRATIS,414,gratis,Gratis,gratis,,414,GRATIS,414,gratis,Gratis,Gratis,gratis,gratis,414,GRATIS,414,gratis
Walton,Broken Arrow,423,423,BROKEN ARROW,423,broken arrow,Broken Arrow,broken arrow,,423,BROKEN ARROW,423,broken arrow,Broken Arrow,Broken Arrow,broken arrow,broken arrow,423,BROKEN ARROW,423,broken arrow
Walton,South Monroe,419,419,SOUTH MONROE,419,south monroe,South Monroe,south monroe,,419,SOUTH MONROE,419,south monroe,South Monroe,South Monroe,south monroe,south monroe,419,SOUTH MONROE,419,south monroe
Walton,Social Circle,418,418,SOCIAL CIRCLE,418,social circle,Social Circle,social circle,,418,SOCIAL CIRCLE,418,social circle,Social Circle,Social Circle,social circle,social circle,418,SOCIAL CIRCLE,418,social circle
Walton,Mountain,454,454,MOUNTAIN,454,mountain,Mountain,mountain,,454,MOUNTAIN,454,mountain,Mountain,Mountain,mountain,mountain,454,MOUNTAIN,454,mountain
Walton,Loganville North,417,417,LOGANVILLE NORTH,417,loganville north,Loganville North,loganville north,,417,LOGANVILLE NORTH,417,loganville north,Loganville North,Loganville North,loganville north,loganville north,417,LOGANVILLE NORTH,417,loganville north
Walton,Loganville South,421,421,LOGANVILLE SOUTH,421,loganville south,Loganville South,loganville south,,421,LOGANVILLE SOUTH,421,loganville south,Loganville South,Loganville South,loganville south,loganville south,421,LOGANVILLE SOUTH,421,loganville south
Walton,North Monroe,420,420,NORTH MONROE,420,north monroe,North Monroe,north monroe,,420,NORTH MONROE,420,north monroe,North Monroe,North Monroe,north monroe,north monroe,420,NORTH MONROE,420,north monroe
Walton,West Walton,422,422,WEST WALTON,422,west walton,West Walton,west walton,,422,WEST WALTON,422,west walton,West Walton,West Walton,west walton,west walton,422,WEST WALTON,422,west walton
Walton,Bay Creek,424,424,BAY CREEK,424,bay creek,Bay Creek,bay creek,,424,BAY CREEK,424,bay creek,Bay Creek,Bay Creek,bay creek,bay creek,424,BAY CREEK,424,bay creek
Newton,Fairview,23,23,FAIRVIEW,23,fairview,Fairview,fairview,,23,FAIRVIEW,23,fairview,Fairview,Fairview,fairview,fairview,23,FAIRVIEW,23,fairview
Newton,Town,02,02,TOWN,02,town,Town,town,,02,TOWN,02,town,Town,Town,town,town,02,TOWN,02,town
Newton,Gum Creek,12,12,GUM CREEK,12,gum creek,Gum Creek,gum creek,,12,GUM CREEK,12,gum creek,Gum Creek,Gum Creek,gum creek,gum creek,12,GUM CREEK,12,gum creek
Newton,,418,,,,,,,,418,,418,,,,,,,,,
Newton,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Newton,Livingston,09,09,LIVINGSTON,09,livingston,Livingston,livingston,,09,LIVINGSTON,09,livingston,Livingston,Livingston,livingston,livingston,09,LIVINGSTON,09,livingston
Newton,Buck Creek,19,19,BUCK CREEK,19,buck creek,Buck Creek,buck creek,,19,BUCK CREEK,19,buck creek,Buck Creek,Buck Creek,buck creek,buck creek,19,BUCK CREEK,19,buck creek
Newton,Mansfield,15,15,MANSFIELD,15,mansfield,Mansfield,mansfield,,15,MANSFIELD,15,mansfield,Mansfield,Mansfield,mansfield,mansfield,15,MANSFIELD,15,mansfield
Newton,City Pond,01,01,CITY POND,01,city pond,City Pond,city pond,,01,CITY POND,01,city pond,City Pond,City Pond,city pond,city pond,01,CITY POND,01,city pond
Newton,Almon,03,03,ALMON,03,almon,Almon,almon,,03,ALMON,03,almon,Almon,Almon,almon,almon,03,ALMON,03,almon
Newton,Covington Mills,05,05,COVINGTON MILLS,05,covington mills,Covington Mills,covington mills,,05,COVINGTON MILLS,05,covington mills,Covington Mills,Covington Mills,covington mills,covington mills,05,COVINGTON MILLS,05,covington mills
Newton,Brewers,06,06,BREWERS,06,brewers,Brewers,brewers,,06,BREWERS,06,brewers,Brewers,Brewers,brewers,brewers,06,BREWERS,06,brewers
Newton,Beaverdam,13,13,BEAVERDAM,13,beaverdam,Beaverdam,beaverdam,,13,BEAVERDAM,13,beaverdam,Beaverdam,Beaverdam,beaverdam,beaverdam,13,BEAVERDAM,13,beaverdam
Newton,Crowell,24,24,CROWELL,24,crowell,Crowell,crowell,,24,CROWELL,24,crowell,Crowell,Crowell,crowell,crowell,24,CROWELL,24,crowell
Newton,Oxford,17,17,OXFORD,17,oxford,Oxford,oxford,,17,OXFORD,17,oxford,Oxford,Oxford,oxford,oxford,17,OXFORD,17,oxford
Newton,Brick Store,07,07,BRICK STORE,07,brick store,Brick Store,brick store,,07,BRICK STORE,07,brick store,Brick Store,Brick Store,brick store,brick store,07,BRICK STORE,07,brick store
Newton,Downs,10,10,DOWNS,10,downs,Downs,downs,,10,DOWNS,10,downs,Downs,Downs,downs,downs,10,DOWNS,10,downs
Newton,Leguinn,14,14,LEGUINN,14,leguinn,Leguinn,leguinn,,14,LEGUINN,14,leguinn,Leguinn,Leguinn,leguinn,leguinn,14,LEGUINN,14,leguinn
Newton,Newborn,16,16,NEWBORN,16,newborn,Newborn,newborn,,16,NEWBORN,16,newborn,Newborn,Newborn,newborn,newborn,16,NEWBORN,16,newborn
Newton,Hub,25,25,HUB,25,hub,Hub,hub,,25,HUB,25,hub,Hub,Hub,hub,hub,25,HUB,25,hub
Newton,Stansells,20,20,STANSELLS,20,stansells,Stansells,stansells,,20,STANSELLS,20,stansells,Stansells,Stansells,stansells,stansells,20,STANSELLS,20,stansells
Newton,Alcovy,04,04,ALCOVY,04,alcovy,Alcovy,alcovy,,04,ALCOVY,04,alcovy,Alcovy,Alcovy,alcovy,alcovy,04,ALCOVY,04,alcovy
Newton,Rocky Plains,18,18,ROCKY PLAINS,18,rocky plains,Rocky Plains,rocky plains,,18,ROCKY PLAINS,18,rocky plains,Rocky Plains,Rocky Plains,rocky plains,rocky plains,18,ROCKY PLAINS,18,rocky plains
Newton,Cedar Shoals,08,08,CEDAR SHOALS,08,cedar shoals,Cedar Shoals,cedar shoals,,08,CEDAR SHOALS,08,cedar shoals,Cedar Shoals,Cedar Shoals,cedar shoals,cedar shoals,08,CEDAR SHOALS,08,cedar shoals
Union,Dooley,7,7,DOOLEY,7,dooley,Dooley,dooley,,7,DOOLEY,7,dooley,Dooley,Dooley,dooley,dooley,7,DOOLEY,7,dooley
Union,Gumlog,8,8,GUMLOG,8,gumlog,Gumlog,gumlog,,8,GUMLOG,8,gumlog,Gumlog,Gumlog,gumlog,gumlog,8,GUMLOG,8,gumlog
Union,Blairsville,1,1,BLAIRSVILLE,1,blairsville,Blairsville,blairsville,,1,BLAIRSVILLE,1,blairsville,Blairsville,Blairsville,blairsville,blairsville,1,BLAIRSVILLE,1,blairsville
Union,Ivy Log,4,4,IVY LOG,4,ivy log,Ivy Log,ivy log,,4,IVY LOG,4,ivy log,Ivy Log,Ivy Log,ivy log,ivy log,4,IVY LOG,4,ivy log
Union,Pat Colwell,9,9,PAT COLWELL,9,pat colwell,Pat Colwell,pat colwell,,9,PAT COLWELL,9,pat colwell,Pat Colwell,Pat Colwell,pat colwell,pat colwell,9,PAT COLWELL,9,pat colwell
Union,Coosa,10,10,COOSA,10,coosa,Coosa,coosa,,10,COOSA,10,coosa,Coosa,Coosa,coosa,coosa,10,COOSA,10,coosa
Union,Suches,5,5,SUCHES,5,suches,Suches,suches,,5,SUCHES,5,suches,Suches,Suches,suches,suches,5,SUCHES,5,suches
Union,Jones Creek,2,2,JONES CREEK,2,jones creek,Jones Creek,jones creek,,2,JONES CREEK,2,jones creek,Jones Creek,Jones Creek,jones creek,jones creek,2,JONES CREEK,2,jones creek
Union,Owltown,3,3,OWLTOWN,3,owltown,Owltown,owltown,,3,OWLTOWN,3,owltown,Owltown,Owltown,owltown,owltown,3,OWLTOWN,3,owltown
Union,Choestoe,11,11,CHOESTOE,11,choestoe,Choestoe,choestoe,,11,CHOESTOE,11,choestoe,Choestoe,Choestoe,choestoe,choestoe,11,CHOESTOE,11,choestoe
Union,Trackrock,6,6,TRACKROCK,6,trackrock,Trackrock,trackrock,,6,TRACKROCK,6,trackrock,Trackrock,Trackrock,trackrock,trackrock,6,TRACKROCK,6,trackrock
Rockdale,Fieldstone,FI,FI,FI,fi,fi,FI,fi,,FI,FI,fi,Fieldstone,Fieldstone,Fieldstone,fieldstone,fieldstone,FI,FI,fi,fi
Rockdale,Magnet,MA,MA,MA,ma,ma,MA,ma,,MA,MA,ma,Magnet,Magnet,Magnet,magnet,magnet,MA,MA,ma,ma
Rockdale,,SA,,,,,,,,,,,,,,,,SA,SA,sa,sa
Rockdale,,SH,,,,,,,,,,,,,,,,SH,SH,sh,sh
Rockdale,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Rockdale,Lorraine,LO,LO,LO,lo,lo,LO,lo,,LO,LO,lo,Lorraine,Lorraine,Lorraine,lorraine,lorraine,LO,LO,lo,lo
Rockdale,Stanton,ST,ST,ST,st,st,ST,st,,ST,ST,st,Stanton,Stanton,Stanton,stanton,stanton,ST,ST,st,st
Rockdale,Barksdale,BA,BA,BA,ba,ba,BA,ba,,BA,BA,ba,Barkside,Barkside,Barksdale,barkside,barksdale,BA,BA,ba,ba
Rockdale,Honey Creek,HC,HC,HC,hc,hc,HC,hc,,HC,HC,hc,Honey Creek,Honey Creek,Honey Creek,honey creek,honey creek,HC,HC,hc,hc
Rockdale,Smyrna,SM,SM,SM,sm,sm,SM,sm,,SM,SM,sm,Smyrna,Smyrna,Smyrna,smyrna,smyrna,SM,SM,sm,sm
Rockdale,High Tower,HI,HI,HI,hi,hi,HI,hi,,HI,HI,hi,High Tower,High Tower,Hightower,high tower,hightower,HI,HI,hi,hi
Rockdale,Bethel,BT,BT,BT,bt,bt,BT,bt,,BT,BT,bt,Bethel,Bethel,Bethel,bethel,bethel,BT,BT,bt,bt
Rockdale,Flat Shoals,FS,FS,FS,fs,fs,FS,fs,,FS,FS,fs,Flat Shoals,Flat Shoals,Flat Shoals,flat shoals,flat shoals,FS,FS,fs,fs
Rockdale,Milestead,MI,MI,MI,mi,mi,MI,mi,,MI,MI,mi,Milestead,Milestead,Milstead,milestead,milstead,MI,MI,mi,mi
Rockdale,The Lakes,LA,LA,LA,la,la,LA,la,,LA,LA,la,The Lakes,The Lakes,The Lakes,the lakes,the lakes,LA,LA,la,la
Rockdale,Rockdale,RO,RO,RO,ro,ro,RO,ro,,RO,RO,ro,Rockdale,ockdale,Rockdale,ockdale,rockdale,RO,RO,ro,ro
Rockdale,St. Pius,SP,SP,SP,sp,sp,SP,sp,,SP,SP,sp,St. Pius,St. Pius,St. Pius,st. pius,st. pius,SP,SP,sp,sp
Rockdale,Conyers,CO,CO,CO,co,co,CO,co,,CO,CO,co,Conyers,Conyers,Conyers,conyers,conyers,CO,CO,co,co
Rockdale,Olde Towne,OT,OT,OT,ot,ot,OT,ot,,OT,OT,ot,Olde Town,Olde Town,Olde Towne,olde town,olde towne,OT,OT,ot,ot
Gwinnett,Hog Mountain B,027,027,HOG MOUNTAIN B,027,hog mountain b,HOG MOUNTAIN B,hog mountain b,,027,HOG MOUNTAIN B,027,hog mountain b,Hog Mountain B,HOG MOUNTAIN B,hog mountain b,hog mountain b,027,HOG MOUNTAIN B,027,hog mountain b
Gwinnett,Duluth B,048,048,DULUTH B,048,duluth b,DULUTH B,duluth b,,048,DULUTH B,048,duluth b,Duluth B,DULUTH B,duluth b,duluth b,048,DULUTH B,048,duluth b
Gwinnett,Rockycreek A,028,028,ROCKYCREEK A,028,rockycreek a,ROCKYCREEK A,rockycreek a,,028,ROCKYCREEK A,028,rockycreek a,Rockycreek A,ROCKYCREEK A,rockycreek a,rockycreek a,028,ROCKYCREEK A,028,rockycreek a
Gwinnett,Cates B,029,029,CATES B,029,cates b,CATES B,cates b,,029,CATES B,029,cates b,Cates B,CATES B,cates b,cates b,029,CATES B,029,cates b
Gwinnett,Pinckneyville B,021,021,PINCKNEYVILLE B,021,pinckneyville b,PINCKNEYVILLE B,pinckneyville b,,021,PINCKNEYVILLE B,021,pinckneyville b,Pinckneyville B,PINCKNEYVILLE B,pinckneyville b,pinckneyville b,021,PINCKNEYVILLE B,021,pinckneyville b
Gwinnett,Hog Mountain A,026,026,HOG MOUNTAIN A,026,hog mountain a,HOG MOUNTAIN A,hog mountain a,,026,HOG MOUNTAIN A,026,hog mountain a,Hog Mountain A,HOG MOUNTAIN A,hog mountain a,hog mountain a,026,HOG MOUNTAIN A,026,hog mountain a
Gwinnett,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Gwinnett,Pinckneyville A,,,,,,,,,,,,,Pinckneyville A,PINCKNEYVILLE A,pinckneyville a,pinckneyville a,,,,
Gwinnett,Pinckneyville A1,126,126,PINCKNEYVILLE A1,126,pinckneyville a1,PINCKNEYVILLE A1,pinckneyville a1,,126,PINCKNEYVILLE A1,126,pinckneyville a1,,,,,126,PINCKNEYVILLE A1,126,pinckneyville a1
Gwinnett,Pinckneyville D,023,023,PINCKNEYVILLE D,023,pinckneyville d,PINCKNEYVILLE D,pinckneyville d,,023,PINCKNEYVILLE D,023,pinckneyville d,Pinckneyville D,PINCKNEYVILLE D,pinckneyville d,pinckneyville d,023,PINCKNEYVILLE D,023,pinckneyville d
Gwinnett,Garners C,049,049,GARNERS C,049,garners c,GARNERS C,garners c,,049,GARNERS C,049,garners c,Garners C,GARNERS C,garners c,garners c,049,GARNERS C,049,garners c
Gwinnett,Pinckneyville A1,020,020,PINCKNEYVILLE A,020,pinckneyville a,PINCKNEYVILLE A,pinckneyville a,,020,PINKCNEYVILLE A,020,pinkcneyville a,Pinkcneyville A,PINCKNEYVILLE A1,pinkcneyville a,pinckneyville a1,020,PINKCNEYVILLE A,020,pinkcneyville a
Gwinnett,Pinckneyville C,022,022,PINCKNEYVILLE C,022,pinckneyville c,PINCKNEYVILLE C,pinckneyville c,,022,PINCKNEYVILLE C,022,pinckneyville c,Pinckneyville C,PINCKNEYVILLE C,pinckneyville c,pinckneyville c,022,PINCKNEYVILLE C,022,pinckneyville c
Gwinnett,Sugar Hill B,025,025,SUGAR HILL B,025,sugar hill b,SUGAR HILL B,sugar hill b,,025,SUGAR HILL B,025,sugar hill b,Sugar Hill B,SUGAR HILL B,sugar hill b,sugar hill b,025,SUGAR HILL B,025,sugar hill b
Gwinnett,Sugar Hill A,024,024,SUGAR HILL A,024,sugar hill a,SUGAR HILL A,sugar hill a,,024,SUGAR HILL A,024,sugar hill a,Sugar Hill A,SUGAR HILL A,sugar hill a,sugar hill a,024,SUGAR HILL A,024,sugar hill a
Gwinnett,Cates J,069,069,CATES J,069,cates j,CATES J,cates j,,069,CATES J,069,cates j,Cates J,CATES J,cates j,cates j,069,CATES J,069,cates j
Gwinnett,Rockbridge B,044,044,ROCKBRIDGE B,044,rockbridge b,ROCKBRIDGE B,rockbridge b,,044,ROCKBRIDGE B,044,rockbridge b,Rockbridge B,ROCKBRIDGE B,rockbridge b,rockbridge b,044,ROCKBRIDGE B,044,rockbridge b
Gwinnett,Goodwins B,070,070,GOODWINS B,070,goodwins b,GOODWINS B,goodwins b,,070,GOODWINS B,070,goodwins b,Goodwins B,GOODWINS B,goodwins b,goodwins b,070,GOODWINS B,070,goodwins b
Gwinnett,Lawrenceville F,071,071,LAWRENCEVILLE F,071,lawrenceville f,LAWRENCEVILLE F,lawrenceville f,,071,LAWRENCEVILLE F,071,lawrenceville f,Lawrenceville F,LAWRENCEVILLE F,lawrenceville f,lawrenceville f,071,LAWRENCEVILLE F,071,lawrenceville f
Gwinnett,Martins E,072,072,MARTINS E,072,martins e,MARTINS E,martins e,,072,MARTINS E,072,martins e,Martins E,MARTINS E,martins e,martins e,072,MARTINS E,072,martins e
Gwinnett,Pinckneyville P,073,073,PINCKNEYVILLE P,073,pinckneyville p,PINCKNEYVILLE P,pinckneyville p,,073,PINCKNEYVILLE P,073,pinckneyville p,Pinckneyville P,PINCKNEYVILLE P,pinckneyville p,pinckneyville p,073,PINCKNEYVILLE P,073,pinckneyville p
Gwinnett,Pinckneyville Q,074,074,PINCKNEYVILLE Q,074,pinckneyville q,PINCKNEYVILLE Q,pinckneyville q,,074,PINCKNEYVILLE Q,074,pinckneyville q,Pinckneyville Q,PINCKNEYVILLE Q,pinckneyville q,pinckneyville q,074,PINCKNEYVILLE Q,074,pinckneyville q
Gwinnett,Rockbridge C,075,075,ROCKBRIDGE C,075,rockbridge c,ROCKBRIDGE C,rockbridge c,,075,ROCKBRIDGE C,075,rockbridge c,Rockbridge C,ROCKBRIDGE C,rockbridge c,rockbridge c,075,ROCKBRIDGE C,075,rockbridge c
Gwinnett,Rockbridge D,076,076,ROCKBRIDGE D,076,rockbridge d,ROCKBRIDGE D,rockbridge d,,076,ROCKBRIDGE D,076,rockbridge d,Rockbridge D,ROCKBRIDGE D,rockbridge d,rockbridge d,076,ROCKBRIDGE D,076,rockbridge d
Gwinnett,Goodwins C,077,077,GOODWINS C,077,goodwins c,GOODWINS C,goodwins c,,077,GOODWINS C,077,goodwins c,Goodwins C,GOODWINS C,goodwins c,goodwins c,077,GOODWINS C,077,goodwins c
Gwinnett,Baycreek K,078,078,BAYCREEK K,078,baycreek k,BAYCREEK K,baycreek k,,078,BAYCREEK K,078,baycreek k,Baycreek K,BAYCREEK K,baycreek k,baycreek k,078,BAYCREEK K,078,baycreek k
Gwinnett,Cates K,079,079,CATES K,079,cates k,CATES K,cates k,,079,CATES K,079,cates k,Cates K,CATES K,cates k,cates k,079,CATES K,079,cates k
Gwinnett,Hog Mountain D,031,031,HOG MOUNTAIN D,031,hog mountain d,HOG MOUNTAIN D,hog mountain d,,031,HOG MOUNTAIN D,031,hog mountain d,Hog Mountain D,HOG MOUNTAIN D,hog mountain d,hog mountain d,031,HOG MOUNTAIN D,031,hog mountain d
Gwinnett,Duncans D,039,039,DUNCANS D,039,duncans d,DUNCANS D,duncans d,,039,DUNCANS D,039,duncans d,Duncans D,DUNCANS D,duncans d,duncans d,039,DUNCANS D,039,duncans d
Gwinnett,Pinckneyville F,038,038,PINCKNEYVILLE F,038,pinckneyville f,PINCKNEYVILLE F,pinckneyville f,,038,PINCKNEYVILLE F,038,pinckneyville f,Pinckneyville F,PINCKNEYVILLE F,pinckneyville f,pinckneyville f,038,PINCKNEYVILLE F,038,pinckneyville f
Gwinnett,Pinckneyville E,037,037,PINCKNEYVILLE E,037,pinckneyville e,PINCKNEYVILLE E,pinckneyville e,,037,PINCKNEYVILLE E,037,pinckneyville e,Pinckneyville E,PINCKNEYVILLE E,pinckneyville e,pinckneyville e,037,PINCKNEYVILLE E,037,pinckneyville e
Gwinnett,Cates E,036,036,CATES E,036,cates e,CATES E,cates e,,036,CATES E,036,cates e,Cates E,CATES E,cates e,cates e,036,CATES E,036,cates e
Gwinnett,Sugar Hill E,089,089,SUGAR HILL E,089,sugar hill e,SUGAR HILL E,sugar hill e,,089,SUGAR HILL E,089,sugar hill e,Sugar Hill E,SUGAR HILL E,sugar hill e,sugar hill e,089,SUGAR HILL E,089,sugar hill e
Gwinnett,Rockbridge E,088,088,ROCKBRIDGE E,088,rockbridge e,ROCKBRIDGE E,rockbridge e,,088,ROCKBRIDGE E,088,rockbridge e,Rockbridge E,ROCKBRIDGE E,rockbridge e,rockbridge e,088,ROCKBRIDGE E,088,rockbridge e
Gwinnett,Berkshire D,032,032,BERKSHIRE D,032,berkshire d,BERKSHIRE D,berkshire d,,032,BERKSHIRE D,032,berkshire d,Berkshire D,BERKSHIRE D,berkshire d,berkshire d,032,BERKSHIRE D,032,berkshire d
Gwinnett,Berkshire E,033,033,BERKSHIRE E,033,berkshire e,BERKSHIRE E,berkshire e,,033,BERKSHIRE E,033,berkshire e,Berkshire E,BERKSHIRE E,berkshire e,berkshire e,033,BERKSHIRE E,033,berkshire e
Gwinnett,Pinckneyville S,087,087,PINCKNEYVILLE S,087,pinckneyville s,PINCKNEYVILLE S,pinckneyville s,,087,PINCKNEYVILLE S,087,pinckneyville s,Pinckneyville S,PINCKNEYVILLE S,pinckneyville s,pinckneyville s,087,PINCKNEYVILLE S,087,pinckneyville s
Gwinnett,Martins F,086,086,MARTINS F,086,martins f,MARTINS F,martins f,,086,MARTINS F,086,martins f,Martins F,MARTINS F,martins f,martins f,086,MARTINS F,086,martins f
Gwinnett,Lawrenceville H,085,085,LAWRENCEVILLE H,085,lawrenceville h,LAWRENCEVILLE H,lawrenceville h,,085,LAWRENCEVILLE H,085,lawrenceville h,Lawrenceville H,LAWRENCEVILLE H,lawrenceville h,lawrenceville h,085,LAWRENCEVILLE H,085,lawrenceville h
Gwinnett,Berkshire F,034,034,BERKSHIRE F,034,berkshire f,BERKSHIRE F,berkshire f,,034,BERKSHIRE F,034,berkshire f,Berkshire F,BERKSHIRE F,berkshire f,berkshire f,034,BERKSHIRE F,034,berkshire f
Gwinnett,Lawrenceville G,084,084,LAWRENCEVILLE G,084,lawrenceville g,LAWRENCEVILLE G,lawrenceville g,,084,LAWRENCEVILLE G,084,lawrenceville g,Lawrenceville G,LAWRENCEVILLE G,lawrenceville g,lawrenceville g,084,LAWRENCEVILLE G,084,lawrenceville g
Gwinnett,Goodwins D,083,083,GOODWINS D,083,goodwins d,GOODWINS D,goodwins d,,083,GOODWINS D,083,goodwins d,Goodwins D,GOODWINS D,goodwins d,goodwins d,083,GOODWINS D,083,goodwins d
Gwinnett,Duluth E,082,082,DULUTH E,082,duluth e,DULUTH E,duluth e,,082,DULUTH E,082,duluth e,Duluth E,DULUTH E,duluth e,duluth e,082,DULUTH E,082,duluth e
Gwinnett,Cates L,081,081,CATES L,081,cates l,CATES L,cates l,,081,CATES L,081,cates l,Cates L,CATES L,cates l,cates l,081,CATES L,081,cates l
Gwinnett,Baycreek C,080,080,BAYCREEK C,080,baycreek c,BAYCREEK C,baycreek c,,080,BAYCREEK C,080,baycreek c,Baycreek C,BAYCREEK C,baycreek c,baycreek c,080,BAYCREEK C,080,baycreek c
Gwinnett,Cates D,035,035,CATES D,035,cates d,CATES D,cates d,,035,CATES D,035,cates d,Cates D,CATES D,cates d,cates d,035,CATES D,035,cates d
Gwinnett,Lawrenceville I,090,090,LAWRENCEVILLE I,090,lawrenceville i,LAWRENCEVILLE I,lawrenceville i,,090,LAWRENCEVILLE I,090,lawrenceville i,Lawrenceville I,LAWRENCEVILLE I,lawrenceville i,lawrenceville i,090,LAWRENCEVILLE I,090,lawrenceville i
Gwinnett,Baycreek D,091,091,BAYCREEK D,091,baycreek d,BAYCREEK D,baycreek d,,091,BAYCREEK D,091,baycreek d,Baycreek D,BAYCREEK D,baycreek d,baycreek d,091,BAYCREEK D,091,baycreek d
Gwinnett,Berkshire J,092,092,BERKSHIRE J,092,berkshire j,BERKSHIRE J,berkshire j,,092,BERKSHIRE J,092,berkshire j,Berkshire J,BERKSHIRE J,berkshire j,berkshire j,092,BERKSHIRE J,092,berkshire j
Gwinnett,Cates M,093,093,CATES M,093,cates m,CATES M,cates m,,093,CATES M,093,cates m,Cates M,CATES M,cates m,cates m,093,CATES M,093,cates m
Gwinnett,Martins D,043,043,MARTINS D,043,martins d,MARTINS D,martins d,,043,MARTINS D,043,martins d,Martins D,MARTINS D,martins d,martins d,043,MARTINS D,043,martins d
Gwinnett,Lawrenceville C,042,042,LAWRENCEVILLE C,042,lawrenceville c,LAWRENCEVILLE C,lawrenceville c,,042,LAWRENCEVILLE C,042,lawrenceville c,Lawrenceville C,LAWRENCEVILLE C,lawrenceville c,lawrenceville c,042,LAWRENCEVILLE C,042,lawrenceville c
Gwinnett,Baycreek B,041,041,BAYCREEK B,041,baycreek b,BAYCREEK B,baycreek b,,041,BAYCREEK B,041,baycreek b,Baycreek B,BAYCREEK B,baycreek b,baycreek b,041,BAYCREEK B,041,baycreek b
Gwinnett,Pinckneyville H,040,040,PINCKNEYVILLE H,040,pinckneyville h,PINCKNEYVILLE H,pinckneyville h,,040,PINCKNEYVILLE H,040,pinckneyville h,Pinckneyville H,PINCKNEYVILLE H,pinckneyville h,pinckneyville h,040,PINCKNEYVILLE H,040,pinckneyville h
Gwinnett,Pinckneyville I,050,050,PINCKNEYVILLE I,050,pinckneyville i,PINCKNEYVILLE I,pinckneyville i,,050,PINCKNEYVILLE I,050,pinckneyville i,Pinckneyville I,PINCKNEYVILLE I,pinckneyville i,pinckneyville i,050,PINCKNEYVILLE I,050,pinckneyville i
Gwinnett,Pinckneyville J,051,051,PINCKNEYVILLE J,051,pinckneyville j,PINCKNEYVILLE J,pinckneyville j,,051,PINCKNEYVILLE J,051,pinckneyville j,Pinckneyville J,PINCKNEYVILLE J,pinckneyville j,pinckneyville j,051,PINCKNEYVILLE J,051,pinckneyville j
Gwinnett,Berkshire G,052,052,BERKSHIRE G,052,berkshire g,BERKSHIRE G,berkshire g,,052,BERKSHIRE G,052,berkshire g,Berkshire G,BERKSHIRE G,berkshire g,berkshire g,052,BERKSHIRE G,052,berkshire g
Gwinnett,Cates H,053,053,CATES H,053,cates h,CATES H,cates h,,053,CATES H,053,cates h,Cates H,CATES H,cates h,cates h,053,CATES H,053,cates h
